조사년월,동태코드,물가지수,가중치
2016-04-01,309211AA,84,1
2016-04-01,307131AA,85,1
2016-04-01,30571AA,101,1
2016-04-01,305711AA,101,1
2016-04-01,310141AA,98,1
2016-04-01,302AA,101,1
2016-04-01,31112AA,101,1
2016-04-01,305311AA,95,1
2016-04-01,309612AA,90,1
2016-04-01,312113AA,103,1
2016-04-01,_AA,94,1
2016-04-01,312AA,102,1
2016-04-01,301121AA,106,1
2016-04-01,30563AA,92,1
2016-04-01,305633AA,91,1
2016-04-01,30131AA,101,1
2016-04-01,31116AA,101,1
2016-04-01,311131AA,101,1
2016-04-01,10142AA,113,1
2016-04-01,3021AA,101,1
2016-04-01,302142AA,104,1
2016-04-01,30212AA,96,1
2016-04-01,30114AA,98,1
2016-04-01,304123AA,76,1
2016-04-01,307125AA,89,1
2016-04-01,307124AA,95,1
2016-04-01,311132AA,101,1
2016-04-01,3051AA,93,1
2016-04-01,309112AA,83,1
2016-04-01,305112AA,93,1
2016-04-01,3057AA,100,1
2016-04-01,10141AA,106,1
2016-04-01,30911AA,85,1
2016-04-01,302145AA,101,1
2016-04-01,30952AA,100,1
2016-04-01,3096AA,97,1
2016-04-01,31125AA,101,1
2016-04-01,304125AA,76,1
2016-04-01,31122AA,100,1
2016-04-01,30512AA,98,1
2016-04-01,31212AA,0,1
2016-04-01,312111AA,102,1
2016-04-01,3AA,94,1
2016-04-01,308113AA,0,1
2016-04-01,305631AA,104,1
2016-04-01,30562AA,99,1
2016-04-01,302213AA,0,1
2016-04-01,307222AA,92,1
2016-04-01,311111AA,100,1
2016-04-01,30811AA,99,1
2016-04-01,308112AA,99,1
2016-04-01,305722AA,98,1
2016-04-01,31012AA,100,1
2016-04-01,31013AA,98,1
2016-04-01,306AA,97,1
2016-04-01,309522AA,98,1
2016-04-01,310123AA,100,1
2016-04-01,30511AA,93,1
2016-04-01,310151AA,101,1
2016-04-01,3062AA,97,1
2016-04-01,3054AA,98,1
2016-04-01,311241AA,101,1
2016-04-01,30413AA,75,1
2016-04-01,30521AA,95,1
2016-04-01,309622AA,0,1
2016-04-01,309611AA,100,1
2016-04-01,305AA,95,1
2016-04-01,312132AA,101,1
2016-04-01,3013AA,101,1
2016-04-01,307113AA,94,1
2016-04-01,30541AA,98,1
2016-04-01,304124AA,78,1
2016-04-01,3041AA,76,1
2016-04-01,304132AA,54,1
2016-04-01,30814AA,98,1
2016-04-01,30961AA,96,1
2016-04-01,31213AA,101,1
2016-04-01,30214AA,104,1
2016-04-01,302123AA,93,1
2016-04-01,30115AA,104,1
2016-04-01,313113AA,101,1
2016-04-01,3056AA,95,1
2016-04-01,30921AA,84,1
2016-04-01,3094AA,99,1
2016-04-01,303AA,97,1
2016-04-01,313112AA,98,1
2016-04-01,307141AA,101,1
2016-04-01,309311AA,101,1
2016-04-01,310131AA,98,1
2016-04-01,31014AA,98,1
2016-04-01,3022AA,100,1
2016-04-01,310122AA,99,1
2016-04-01,10112AA,97,1
2016-04-01,101421AA,113,1
2016-04-01,311161AA,102,1
2016-04-01,30322AA,97,1
2016-04-01,3111AA,101,1
2016-04-01,304128AA,90,1
2016-04-01,309412AA,98,1
2016-04-01,101AA,109,1
2016-04-01,313126AA,98,1
2016-04-01,309321AA,100,1
2016-04-01,3092AA,84,1
2016-04-01,306243AA,100,1
2016-04-01,307221AA,91,1
2016-04-01,302133AA,96,1
2016-04-01,304126AA,67,1
2016-04-01,304121AA,79,1
2016-04-01,305111AA,99,1
2016-04-01,305621AA,96,1
2016-04-01,30211AA,97,1
2016-04-01,30622AA,92,1
2016-04-01,30221AA,100,1
2016-04-01,30213AA,97,1
2016-04-01,310111AA,99,1
2016-04-01,3112AA,101,1
2016-04-01,309111AA,100,1
2016-04-01,312131AA,103,1
2016-04-01,3121AA,102,1
2016-04-01,101122AA,97,1
2016-04-01,307AA,94,1
2016-04-01,308144AA,92,1
2016-04-01,30412AA,76,1
2016-04-01,302214AA,101,1
2016-04-01,30112AA,106,1
2016-04-01,311AA,101,1
2016-04-01,3058AA,98,1
2016-04-01,30572AA,100,1
2016-04-01,3032AA,97,1
2016-04-01,307215AA,70,1
2016-04-01,301173AA,98,1
2016-04-01,31121AA,102,1
2016-04-01,313AA,99,1
2016-04-01,305511AA,95,1
2016-04-01,302121AA,99,1
2016-04-01,301152AA,104,1
2016-04-01,311242AA,101,1
2016-04-01,311221AA,100,1
2016-04-01,305113AA,94,1
2016-04-01,31311AA,100,1
2016-04-01,3095AA,104,1
2016-04-01,311141AA,101,1
2016-04-01,302141AA,104,1
2016-04-01,3055AA,95,1
2016-04-01,305114AA,88,1
2016-04-01,1AA,109,1
2016-04-01,30713AA,85,1
2016-04-01,31114AA,101,1
2016-04-01,302111AA,97,1
2016-04-01,301311AA,101,1
2016-04-01,311212AA,102,1
2016-04-01,307127AA,101,1
2016-04-01,308146AA,99,1
2016-04-01,306221AA,92,1
2016-04-01,307213AA,93,1
2016-04-01,31015AA,100,1
2016-04-01,310153AA,99,1
2016-04-01,310124AA,0,1
2016-04-01,30721AA,94,1
2016-04-01,310121AA,102,1
2016-04-01,311211AA,101,1
2016-04-01,305122AA,98,1
2016-04-01,31211AA,102,1
2016-04-01,307211AA,89,1
2016-05-01,312112AA,105,1
2016-05-01,3131AA,101,1
2016-05-01,3056AA,97,1
2016-05-01,30921AA,85,1
2016-05-01,303AA,100,1
2016-05-01,313113AA,103,1
2016-05-01,313112AA,100,1
2016-05-01,307141AA,104,1
2016-05-01,309311AA,103,1
2016-05-01,310131AA,97,1
2016-05-01,31014AA,99,1
2016-05-01,3022AA,102,1
2016-05-01,3094AA,101,1
2016-05-01,310122AA,101,1
2016-05-01,10112AA,99,1
2016-05-01,101421AA,118,1
2016-05-01,30322AA,100,1
2016-05-01,3111AA,103,1
2016-05-01,304128AA,103,1
2016-05-01,309412AA,100,1
2016-05-01,101AA,112,1
2016-05-01,30931AA,103,1
2016-05-01,311161AA,104,1
2016-05-01,31116AA,103,1
2016-05-01,311131AA,104,1
2016-05-01,10142AA,118,1
2016-05-01,3021AA,103,1
2016-05-01,302142AA,106,1
2016-05-01,30212AA,98,1
2016-05-01,30114AA,100,1
2016-05-01,304123AA,88,1
2016-05-01,307125AA,95,1
2016-05-01,307124AA,101,1
2016-05-01,311132AA,103,1
2016-05-01,3051AA,93,1
2016-05-01,309112AA,83,1
2016-05-01,305112AA,93,1
2016-05-01,3057AA,100,1
2016-05-01,30911AA,85,1
2016-05-01,302145AA,102,1
2016-05-01,10141AA,106,1
2016-05-01,30952AA,102,1
2016-05-01,3096AA,99,1
2016-05-01,305114AA,91,1
2016-05-01,312113AA,105,1
2016-05-01,1AA,112,1
2016-05-01,30713AA,92,1
2016-05-01,31114AA,103,1
2016-05-01,305633AA,92,1
2016-05-01,302111AA,100,1
2016-05-01,301311AA,103,1
2016-05-01,311212AA,103,1
2016-05-01,307127AA,103,1
2016-05-01,308146AA,102,1
2016-05-01,306221AA,94,1
2016-05-01,307213AA,95,1
2016-05-01,310153AA,101,1
2016-05-01,310124AA,0,1
2016-05-01,30721AA,96,1
2016-05-01,310121AA,104,1
2016-05-01,311211AA,103,1
2016-05-01,305122AA,76,1
2016-05-01,31211AA,104,1
2016-05-01,307211AA,88,1
2016-05-01,31015AA,102,1
2016-05-01,31125AA,103,1
2016-05-01,304122AA,88,1
2016-05-01,3093AA,98,1
2016-05-01,1014AA,117,1
2016-05-01,305611AA,101,1
2016-05-01,301AA,106,1
2016-05-01,30531AA,97,1
2016-05-01,309512AA,107,1
2016-05-01,31111AA,102,1
2016-05-01,30714AA,104,1
2016-05-01,31016AA,102,1
2016-05-01,310AA,101,1
2016-05-01,3101AA,101,1
2016-05-01,310161AA,104,1
2016-05-01,30551AA,94,1
2016-05-01,311121AA,103,1
2016-05-01,31115AA,102,1
2016-05-01,30712AA,99,1
2016-05-01,307121AA,94,1
2016-05-01,305811AA,100,1
2016-05-01,30932AA,102,1
2016-05-01,308142AA,0,1
2016-05-01,302211AA,97,1
2016-05-01,303221AA,100,1
2016-05-01,3072AA,94,1
2016-05-01,31011AA,101,1
2016-05-01,30711AA,98,1
2016-05-01,304131AA,95,1
2016-05-01,3081AA,101,1
2016-05-01,3071AA,99,1
2016-05-01,310163AA,102,1
2016-05-01,3091AA,85,1
2016-05-01,30941AA,101,1
2016-05-01,305212AA,101,1
2016-05-01,30581AA,100,1
2016-05-01,311151AA,102,1
2016-05-01,30561AA,101,1
2016-05-01,309212AA,0,1
2016-05-01,305411AA,100,1
2016-05-01,309513AA,102,1
2016-05-01,309521AA,103,1
2016-05-01,312121AA,0,1
2016-05-01,302123AA,95,1
2016-05-01,30115AA,107,1
2016-05-01,313126AA,101,1
2016-05-01,309321AA,102,1
2016-05-01,3092AA,85,1
2016-05-01,306243AA,102,1
2016-05-01,307221AA,92,1
2016-05-01,302133AA,98,1
2016-05-01,304126AA,80,1
2016-05-01,304121AA,87,1
2016-05-01,305111AA,102,1
2016-05-01,305621AA,98,1
2016-05-01,30211AA,100,1
2016-05-01,30622AA,94,1
2016-05-01,30221AA,102,1
2016-05-01,30213AA,99,1
2016-05-01,310111AA,101,1
2016-05-01,3112AA,103,1
2016-05-01,309111AA,101,1
2016-05-01,312131AA,105,1
2016-05-01,101122AA,99,1
2016-05-01,307AA,97,1
2016-05-01,308144AA,94,1
2016-05-01,311162AA,103,1
2016-05-01,307214AA,104,1
2016-05-01,302132AA,100,1
2016-05-01,301142AA,100,1
2016-05-01,307122AA,102,1
2016-05-01,31312AA,101,1
2016-05-01,30962AA,104,1
2016-05-01,307112AA,101,1
2016-05-01,30722AA,93,1
2016-05-01,309AA,90,1
2016-05-01,305211AA,95,1
2016-05-01,3052AA,96,1
2016-05-01,309413AA,101,1
2016-05-01,1011AA,99,1
2016-05-01,31113AA,103,1
2016-05-01,3011AA,107,1
2016-05-01,30624AA,102,1
2016-05-01,3053AA,97,1
2016-05-01,30951AA,106,1
2016-05-01,30117AA,100,1
2016-05-01,31124AA,102,1
2016-05-01,311256AA,103,1
2016-05-01,304AA,87,1
2016-05-01,308AA,101,1
2016-05-01,101411AA,106,1
2016-05-01,308143AA,107,1
2016-05-01,305622AA,101,1
2016-05-01,309211AA,85,1
2016-05-01,307131AA,92,1
2016-05-01,30571AA,102,1
2016-05-01,305711AA,102,1
2016-05-01,310141AA,99,1
2016-05-01,302AA,103,1
2016-05-01,31112AA,103,1
2016-05-01,305311AA,97,1
2016-05-01,309612AA,91,1
2016-05-01,_AA,96,1
2016-05-01,312AA,104,1
2016-05-01,301121AA,116,1
2016-05-01,30563AA,93,1
2016-05-01,30131AA,103,1
2016-05-01,30412AA,88,1
2016-05-01,3121AA,104,1
2016-05-01,302214AA,104,1
2016-05-01,30112AA,116,1
2016-05-01,311AA,103,1
2016-05-01,3058AA,100,1
2016-05-01,30572AA,97,1
2016-05-01,3032AA,100,1
2016-05-01,307215AA,74,1
2016-05-01,301173AA,100,1
2016-05-01,31121AA,103,1
2016-05-01,313AA,101,1
2016-05-01,305511AA,94,1
2016-05-01,302121AA,101,1
2016-05-01,301152AA,107,1
2016-05-01,311242AA,104,1
2016-05-01,311221AA,102,1
2016-05-01,305113AA,96,1
2016-05-01,31311AA,102,1
2016-05-01,3095AA,106,1
2016-05-01,311141AA,103,1
2016-05-01,302141AA,106,1
2016-05-01,3055AA,94,1
2016-05-01,304125AA,88,1
2016-05-01,31122AA,102,1
2016-05-01,30512AA,76,1
2016-05-01,31212AA,0,1
2016-05-01,312111AA,104,1
2016-05-01,3AA,96,1
2016-05-01,308113AA,0,1
2016-05-01,305631AA,106,1
2016-05-01,30562AA,100,1
2016-05-01,302213AA,0,1
2016-05-01,307222AA,94,1
2016-05-01,311111AA,102,1
2016-05-01,30811AA,101,1
2016-05-01,308112AA,101,1
2016-05-01,305722AA,100,1
2016-05-01,31012AA,102,1
2016-05-01,31013AA,97,1
2016-05-01,306AA,99,1
2016-05-01,309522AA,100,1
2016-05-01,310123AA,102,1
2016-05-01,30511AA,96,1
2016-05-01,310151AA,102,1
2016-05-01,3062AA,99,1
2016-05-01,3054AA,100,1
2016-05-01,311241AA,102,1
2016-05-01,30413AA,78,1
2016-05-01,30521AA,96,1
2016-05-01,309622AA,0,1
2016-05-01,309611AA,102,1
2016-05-01,305AA,96,1
2016-05-01,312132AA,103,1
2016-05-01,3013AA,103,1
2016-05-01,307113AA,96,1
2016-05-01,30541AA,100,1
2016-05-01,304124AA,89,1
2016-05-01,3041AA,87,1
2016-05-01,304132AA,62,1
2016-05-01,30814AA,100,1
2016-05-01,30961AA,98,1
2016-05-01,31213AA,104,1
2016-05-01,30214AA,106,1
2016-06-01,30117AA,100,1
2016-06-01,31124AA,102,1
2016-06-01,31116AA,103,1
2016-06-01,311131AA,104,1
2016-06-01,10142AA,118,1
2016-06-01,3021AA,104,1
2016-06-01,302142AA,106,1
2016-06-01,30212AA,98,1
2016-06-01,30114AA,108,1
2016-06-01,304123AA,94,1
2016-06-01,307125AA,97,1
2016-06-01,307124AA,104,1
2016-06-01,311132AA,103,1
2016-06-01,3051AA,92,1
2016-06-01,309112AA,82,1
2016-06-01,305112AA,93,1
2016-06-01,3057AA,101,1
2016-06-01,30911AA,84,1
2016-06-01,302145AA,102,1
2016-06-01,10141AA,114,1
2016-06-01,30952AA,102,1
2016-06-01,3096AA,98,1
2016-06-01,304122AA,88,1
2016-06-01,3093AA,96,1
2016-06-01,1014AA,118,1
2016-06-01,305611AA,99,1
2016-06-01,301AA,107,1
2016-06-01,30531AA,97,1
2016-06-01,309512AA,107,1
2016-06-01,31111AA,102,1
2016-06-01,30714AA,106,1
2016-06-01,31016AA,102,1
2016-06-01,310AA,101,1
2016-06-01,3101AA,101,1
2016-06-01,310161AA,103,1
2016-06-01,30551AA,93,1
2016-06-01,31115AA,102,1
2016-06-01,30712AA,100,1
2016-06-01,307121AA,95,1
2016-06-01,311121AA,103,1
2016-06-01,305811AA,96,1
2016-06-01,30932AA,98,1
2016-06-01,308142AA,0,1
2016-06-01,310123AA,99,1
2016-06-01,30511AA,95,1
2016-06-01,302211AA,97,1
2016-06-01,303221AA,100,1
2016-06-01,3072AA,95,1
2016-06-01,31011AA,100,1
2016-06-01,30711AA,94,1
2016-06-01,304131AA,94,1
2016-06-01,3081AA,101,1
2016-06-01,3071AA,100,1
2016-06-01,310163AA,102,1
2016-06-01,3091AA,84,1
2016-06-01,30941AA,101,1
2016-06-01,305212AA,99,1
2016-06-01,30581AA,96,1
2016-06-01,311151AA,102,1
2016-06-01,30561AA,99,1
2016-06-01,309212AA,0,1
2016-06-01,305411AA,100,1
2016-06-01,309513AA,101,1
2016-06-01,309521AA,105,1
2016-06-01,312121AA,0,1
2016-06-01,312112AA,105,1
2016-06-01,3131AA,101,1
2016-06-01,3056AA,96,1
2016-06-01,30921AA,86,1
2016-06-01,303AA,100,1
2016-06-01,313113AA,103,1
2016-06-01,313112AA,100,1
2016-06-01,307141AA,106,1
2016-06-01,309311AA,103,1
2016-06-01,310131AA,99,1
2016-06-01,31014AA,98,1
2016-06-01,3022AA,102,1
2016-06-01,3094AA,101,1
2016-06-01,310122AA,101,1
2016-06-01,10112AA,99,1
2016-06-01,101421AA,118,1
2016-06-01,30322AA,100,1
2016-06-01,3111AA,103,1
2016-06-01,304128AA,112,1
2016-06-01,309412AA,100,1
2016-06-01,101AA,113,1
2016-06-01,30931AA,103,1
2016-06-01,311161AA,104,1
2016-06-01,311162AA,103,1
2016-06-01,307214AA,106,1
2016-06-01,302132AA,100,1
2016-06-01,301142AA,108,1
2016-06-01,307122AA,99,1
2016-06-01,31312AA,100,1
2016-06-01,30962AA,104,1
2016-06-01,307112AA,101,1
2016-06-01,30722AA,92,1
2016-06-01,309AA,90,1
2016-06-01,305211AA,95,1
2016-06-01,3052AA,96,1
2016-06-01,309413AA,100,1
2016-06-01,1011AA,99,1
2016-06-01,31113AA,103,1
2016-06-01,3011AA,108,1
2016-06-01,30624AA,102,1
2016-06-01,3053AA,97,1
2016-06-01,30951AA,106,1
2016-06-01,3095AA,106,1
2016-06-01,311141AA,103,1
2016-06-01,311256AA,103,1
2016-06-01,304AA,91,1
2016-06-01,308AA,101,1
2016-06-01,101411AA,114,1
2016-06-01,308143AA,107,1
2016-06-01,305622AA,101,1
2016-06-01,309211AA,86,1
2016-06-01,307131AA,93,1
2016-06-01,30571AA,102,1
2016-06-01,305711AA,102,1
2016-06-01,310141AA,98,1
2016-06-01,302AA,103,1
2016-06-01,31112AA,103,1
2016-06-01,305311AA,97,1
2016-06-01,309612AA,91,1
2016-06-01,_AA,97,1
2016-06-01,312AA,104,1
2016-06-01,301121AA,117,1
2016-06-01,30563AA,93,1
2016-06-01,30131AA,103,1
2016-06-01,305114AA,95,1
2016-06-01,312113AA,105,1
2016-06-01,1AA,113,1
2016-06-01,30713AA,93,1
2016-06-01,31114AA,103,1
2016-06-01,305633AA,91,1
2016-06-01,302111AA,100,1
2016-06-01,301311AA,103,1
2016-06-01,311212AA,103,1
2016-06-01,307127AA,104,1
2016-06-01,308146AA,102,1
2016-06-01,306221AA,94,1
2016-06-01,307213AA,100,1
2016-06-01,310153AA,101,1
2016-06-01,310124AA,0,1
2016-06-01,30721AA,98,1
2016-06-01,310121AA,103,1
2016-06-01,311211AA,103,1
2016-06-01,305122AA,76,1
2016-06-01,31211AA,104,1
2016-06-01,307211AA,86,1
2016-06-01,31015AA,102,1
2016-06-01,31125AA,103,1
2016-06-01,304125AA,93,1
2016-06-01,31122AA,102,1
2016-06-01,30512AA,76,1
2016-06-01,31212AA,0,1
2016-06-01,312111AA,103,1
2016-06-01,3AA,96,1
2016-06-01,308113AA,0,1
2016-06-01,305631AA,109,1
2016-06-01,30562AA,100,1
2016-06-01,302213AA,0,1
2016-06-01,307222AA,94,1
2016-06-01,311111AA,102,1
2016-06-01,30811AA,101,1
2016-06-01,308112AA,101,1
2016-06-01,305722AA,100,1
2016-06-01,31012AA,100,1
2016-06-01,31013AA,99,1
2016-06-01,306AA,99,1
2016-06-01,309522AA,100,1
2016-06-01,302141AA,107,1
2016-06-01,3055AA,93,1
2016-06-01,310151AA,102,1
2016-06-01,3062AA,99,1
2016-06-01,3054AA,100,1
2016-06-01,311241AA,102,1
2016-06-01,30413AA,79,1
2016-06-01,30521AA,96,1
2016-06-01,309622AA,0,1
2016-06-01,309611AA,102,1
2016-06-01,305AA,95,1
2016-06-01,312132AA,103,1
2016-06-01,3013AA,103,1
2016-06-01,307113AA,88,1
2016-06-01,30541AA,100,1
2016-06-01,304124AA,94,1
2016-06-01,3041AA,91,1
2016-06-01,304132AA,64,1
2016-06-01,30814AA,101,1
2016-06-01,30961AA,98,1
2016-06-01,31213AA,103,1
2016-06-01,30214AA,106,1
2016-06-01,302123AA,95,1
2016-06-01,30115AA,107,1
2016-06-01,313126AA,100,1
2016-06-01,309321AA,98,1
2016-06-01,3092AA,86,1
2016-06-01,306243AA,102,1
2016-06-01,307221AA,91,1
2016-06-01,302133AA,98,1
2016-06-01,304126AA,86,1
2016-06-01,305111AA,97,1
2016-06-01,305621AA,98,1
2016-06-01,30211AA,100,1
2016-06-01,30622AA,94,1
2016-06-01,30221AA,102,1
2016-06-01,30213AA,99,1
2016-06-01,310111AA,100,1
2016-06-01,3112AA,103,1
2016-06-01,309111AA,101,1
2016-06-01,312131AA,106,1
2016-06-01,101122AA,99,1
2016-06-01,307AA,98,1
2016-06-01,308144AA,94,1
2016-06-01,304121AA,90,1
2016-06-01,30412AA,92,1
2016-06-01,3121AA,104,1
2016-06-01,302214AA,104,1
2016-06-01,30112AA,117,1
2016-06-01,311AA,103,1
2016-06-01,3058AA,96,1
2016-06-01,30572AA,97,1
2016-06-01,3032AA,100,1
2016-06-01,307215AA,73,1
2016-06-01,301173AA,100,1
2016-06-01,31121AA,103,1
2016-06-01,313AA,101,1
2016-06-01,305511AA,93,1
2016-06-01,302121AA,101,1
2016-06-01,301152AA,107,1
2016-06-01,311242AA,104,1
2016-06-01,311221AA,102,1
2016-06-01,305113AA,96,1
2016-06-01,31311AA,102,1
2016-07-01,302123AA,99,1
2016-07-01,30115AA,105,1
2016-07-01,313126AA,98,1
2016-07-01,309321AA,96,1
2016-07-01,3092AA,86,1
2016-07-01,306243AA,99,1
2016-07-01,307221AA,90,1
2016-07-01,302133AA,95,1
2016-07-01,304126AA,84,1
2016-07-01,305111AA,96,1
2016-07-01,305621AA,96,1
2016-07-01,30211AA,100,1
2016-07-01,30622AA,92,1
2016-07-01,30221AA,99,1
2016-07-01,30213AA,97,1
2016-07-01,310111AA,97,1
2016-07-01,3112AA,100,1
2016-07-01,309111AA,99,1
2016-07-01,312131AA,104,1
2016-07-01,101122AA,97,1
2016-07-01,308144AA,91,1
2016-07-01,304121AA,81,1
2016-07-01,30412AA,84,1
2016-07-01,3121AA,101,1
2016-07-01,302214AA,101,1
2016-07-01,30112AA,117,1
2016-07-01,311AA,100,1
2016-07-01,3058AA,94,1
2016-07-01,30572AA,95,1
2016-07-01,3032AA,98,1
2016-07-01,307215AA,72,1
2016-07-01,301173AA,98,1
2016-07-01,31121AA,100,1
2016-07-01,313AA,99,1
2016-07-01,305511AA,90,1
2016-07-01,302121AA,98,1
2016-07-01,301152AA,105,1
2016-07-01,311242AA,101,1
2016-07-01,311221AA,99,1
2016-07-01,305113AA,96,1
2016-07-01,31311AA,100,1
2016-07-01,3095AA,103,1
2016-07-01,311141AA,101,1
2016-07-01,302141AA,105,1
2016-07-01,3055AA,90,1
2016-07-01,305114AA,96,1
2016-07-01,312113AA,102,1
2016-07-01,1AA,111,1
2016-07-01,30713AA,94,1
2016-07-01,31114AA,101,1
2016-07-01,305633AA,90,1
2016-07-01,302111AA,100,1
2016-07-01,301311AA,100,1
2016-07-01,311212AA,99,1
2016-07-01,307127AA,101,1
2016-07-01,308146AA,100,1
2016-07-01,306221AA,92,1
2016-07-01,307213AA,105,1
2016-07-01,310153AA,99,1
2016-07-01,310124AA,0,1
2016-07-01,30721AA,102,1
2016-07-01,310121AA,101,1
2016-07-01,311211AA,100,1
2016-07-01,305122AA,76,1
2016-07-01,31211AA,101,1
2016-07-01,307211AA,89,1
2016-07-01,31015AA,100,1
2016-07-01,31125AA,101,1
2016-07-01,304125AA,85,1
2016-07-01,31122AA,99,1
2016-07-01,30512AA,76,1
2016-07-01,31212AA,0,1
2016-07-01,312111AA,101,1
2016-07-01,3AA,94,1
2016-07-01,308113AA,0,1
2016-07-01,305631AA,106,1
2016-07-01,30562AA,98,1
2016-07-01,302213AA,0,1
2016-07-01,307222AA,93,1
2016-07-01,311111AA,100,1
2016-07-01,30811AA,100,1
2016-07-01,308112AA,100,1
2016-07-01,305722AA,98,1
2016-07-01,31012AA,98,1
2016-07-01,31013AA,97,1
2016-07-01,306AA,96,1
2016-07-01,309522AA,97,1
2016-07-01,310123AA,97,1
2016-07-01,30511AA,94,1
2016-07-01,310151AA,100,1
2016-07-01,3062AA,96,1
2016-07-01,3054AA,98,1
2016-07-01,311241AA,101,1
2016-07-01,30413AA,76,1
2016-07-01,30521AA,94,1
2016-07-01,309622AA,0,1
2016-07-01,309611AA,100,1
2016-07-01,305AA,93,1
2016-07-01,312132AA,101,1
2016-07-01,3013AA,100,1
2016-07-01,307113AA,93,1
2016-07-01,30541AA,98,1
2016-07-01,304124AA,85,1
2016-07-01,3041AA,84,1
2016-07-01,304132AA,60,1
2016-07-01,30814AA,98,1
2016-07-01,30961AA,96,1
2016-07-01,31213AA,101,1
2016-07-01,30214AA,104,1
2016-07-01,312112AA,103,1
2016-07-01,3131AA,99,1
2016-07-01,3056AA,95,1
2016-07-01,30921AA,86,1
2016-07-01,303AA,98,1
2016-07-01,313113AA,100,1
2016-07-01,313112AA,98,1
2016-07-01,309311AA,95,1
2016-07-01,310131AA,97,1
2016-07-01,31014AA,97,1
2016-07-01,3022AA,99,1
2016-07-01,3094AA,97,1
2016-07-01,310122AA,99,1
2016-07-01,10112AA,97,1
2016-07-01,101421AA,116,1
2016-07-01,307141AA,108,1
2016-07-01,30322AA,98,1
2016-07-01,3111AA,100,1
2016-07-01,304128AA,110,1
2016-07-01,309412AA,97,1
2016-07-01,101AA,111,1
2016-07-01,30931AA,95,1
2016-07-01,311161AA,101,1
2016-07-01,311162AA,100,1
2016-07-01,307214AA,113,1
2016-07-01,302132AA,99,1
2016-07-01,307122AA,96,1
2016-07-01,31312AA,98,1
2016-07-01,30962AA,101,1
2016-07-01,307112AA,92,1
2016-07-01,30722AA,91,1
2016-07-01,309AA,89,1
2016-07-01,305211AA,93,1
2016-07-01,3052AA,94,1
2016-07-01,309413AA,97,1
2016-07-01,1011AA,97,1
2016-07-01,31113AA,101,1
2016-07-01,3011AA,106,1
2016-07-01,30624AA,99,1
2016-07-01,3053AA,94,1
2016-07-01,30951AA,103,1
2016-07-01,30117AA,98,1
2016-07-01,31124AA,101,1
2016-07-01,311256AA,101,1
2016-07-01,304AA,84,1
2016-07-01,308AA,99,1
2016-07-01,101411AA,113,1
2016-07-01,307AA,99,1
2016-07-01,308143AA,105,1
2016-07-01,305622AA,99,1
2016-07-01,309211AA,86,1
2016-07-01,307131AA,94,1
2016-07-01,30571AA,99,1
2016-07-01,305711AA,99,1
2016-07-01,310141AA,97,1
2016-07-01,302AA,102,1
2016-07-01,31112AA,101,1
2016-07-01,305311AA,94,1
2016-07-01,309612AA,91,1
2016-07-01,_AA,94,1
2016-07-01,312AA,101,1
2016-07-01,301121AA,117,1
2016-07-01,30563AA,91,1
2016-07-01,30131AA,100,1
2016-07-01,31116AA,100,1
2016-07-01,311131AA,101,1
2016-07-01,10142AA,116,1
2016-07-01,3021AA,102,1
2016-07-01,302142AA,104,1
2016-07-01,30212AA,99,1
2016-07-01,301142AA,102,1
2016-07-01,30114AA,102,1
2016-07-01,304123AA,85,1
2016-07-01,307125AA,99,1
2016-07-01,307124AA,102,1
2016-07-01,311132AA,100,1
2016-07-01,3051AA,91,1
2016-07-01,309112AA,80,1
2016-07-01,305112AA,89,1
2016-07-01,3057AA,98,1
2016-07-01,30911AA,82,1
2016-07-01,302145AA,95,1
2016-07-01,10141AA,113,1
2016-07-01,30952AA,100,1
2016-07-01,3096AA,97,1
2016-07-01,304122AA,76,1
2016-07-01,3093AA,91,1
2016-07-01,1014AA,116,1
2016-07-01,305611AA,98,1
2016-07-01,301AA,105,1
2016-07-01,30531AA,94,1
2016-07-01,309512AA,104,1
2016-07-01,31111AA,100,1
2016-07-01,30714AA,108,1
2016-07-01,31016AA,101,1
2016-07-01,310AA,99,1
2016-07-01,3101AA,99,1
2016-07-01,310161AA,101,1
2016-07-01,30551AA,90,1
2016-07-01,31115AA,99,1
2016-07-01,30712AA,100,1
2016-07-01,307121AA,93,1
2016-07-01,311121AA,101,1
2016-07-01,305811AA,94,1
2016-07-01,30932AA,96,1
2016-07-01,308142AA,0,1
2016-07-01,302211AA,94,1
2016-07-01,303221AA,98,1
2016-07-01,3072AA,97,1
2016-07-01,31011AA,97,1
2016-07-01,30711AA,92,1
2016-07-01,304131AA,92,1
2016-07-01,3081AA,99,1
2016-07-01,3071AA,100,1
2016-07-01,310163AA,101,1
2016-07-01,3091AA,82,1
2016-07-01,30941AA,97,1
2016-07-01,305212AA,96,1
2016-07-01,30581AA,94,1
2016-07-01,311151AA,99,1
2016-07-01,30561AA,98,1
2016-07-01,309212AA,0,1
2016-07-01,305411AA,98,1
2016-07-01,309513AA,97,1
2016-07-01,309521AA,102,1
2016-07-01,312121AA,0,1
2016-08-01,304128AA,115,1
2016-08-01,309412AA,95,1
2016-08-01,101AA,118,1
2016-08-01,31116AA,98,1
2016-08-01,311131AA,98,1
2016-08-01,10142AA,118,1
2016-08-01,3021AA,99,1
2016-08-01,302142AA,101,1
