조사년월,동태코드,물가지수,가중치
2017-03-01,311161AA,100,1
2017-03-01,311162AA,98,1
2017-03-01,307214AA,102,1
2017-03-01,302132AA,98,1
2017-03-01,307122AA,102,1
2017-03-01,31312AA,97,1
2017-03-01,30962AA,92,1
2017-03-01,307112AA,118,1
2017-03-01,30722AA,106,1
2017-03-01,305211AA,108,1
2017-03-01,3052AA,117,1
2017-03-01,309413AA,94,1
2017-03-01,1011AA,97,1
2017-03-01,31113AA,95,1
2017-03-01,3011AA,107,1
2017-03-01,30624AA,99,1
2017-03-01,3053AA,101,1
2017-03-01,30951AA,91,1
2017-03-01,31124AA,100,1
2017-03-01,304AA,98,1
2017-03-01,308AA,97,1
2017-03-01,307AA,110,1
2017-03-01,308143AA,103,1
2017-03-01,309211AA,111,1
2017-03-01,309AA,102,1
2017-03-01,30117AA,98,1
2017-03-01,307131AA,105,1
2017-03-01,305622AA,98,1
2017-03-01,305711AA,96,1
2017-03-01,310141AA,102,1
2017-03-01,302AA,100,1
2017-03-01,311256AA,100,1
2017-03-01,31112AA,100,1
2017-03-01,309612AA,79,1
2017-03-01,_AA,102,1
2017-03-01,301121AA,119,1
2017-03-01,308113AA,0,1
2017-03-01,30571AA,96,1
2017-03-01,30563AA,101,1
2017-03-01,30131AA,94,1
2017-03-01,312113AA,102,1
2017-03-01,31116AA,99,1
2017-03-01,311131AA,100,1
2017-03-01,10142AA,122,1
2017-03-01,3021AA,100,1
2017-03-01,302142AA,104,1
2017-03-01,30212AA,95,1
2017-03-01,301142AA,120,1
2017-03-01,30114AA,120,1
2017-03-01,307125AA,122,1
2017-03-01,307124AA,80,1
2017-03-01,311132AA,90,1
2017-03-01,3051AA,107,1
2017-03-01,309112AA,101,1
2017-03-01,305112AA,100,1
2017-03-01,101411AA,107,1
2017-03-01,30911AA,101,1
2017-03-01,302145AA,93,1
2017-03-01,3057AA,95,1
2017-03-01,10141AA,107,1
2017-03-01,307211AA,105,1
2017-03-01,31015AA,98,1
2017-03-01,31125AA,100,1
2017-03-01,304125AA,97,1
2017-03-01,31122AA,98,1
2017-03-01,30512AA,86,1
2017-03-01,31211AA,100,1
2017-03-01,31212AA,0,1
2017-03-01,312111AA,100,1
2017-03-01,3AA,102,1
2017-03-01,307213AA,135,1
2017-03-01,305631AA,112,1
2017-03-01,30562AA,98,1
2017-03-01,302213AA,100,1
2017-03-01,307222AA,102,1
2017-03-01,311111AA,98,1
2017-03-01,30811AA,101,1
2017-03-01,305722AA,97,1
2017-03-01,31012AA,97,1
2017-03-01,31013AA,104,1
2017-03-01,306AA,93,1
2017-03-01,309522AA,97,1
2017-03-01,310123AA,96,1
2017-03-01,30511AA,111,1
2017-03-01,308112AA,101,1
2017-03-01,310151AA,98,1
2017-03-01,3062AA,93,1
2017-03-01,3054AA,93,1
2017-03-01,311241AA,100,1
2017-03-01,309611AA,99,1
2017-03-01,305AA,106,1
2017-03-01,312132AA,100,1
2017-03-01,3013AA,94,1
2017-03-01,307113AA,100,1
2017-03-01,30541AA,93,1
2017-03-01,304124AA,96,1
2017-03-01,3041AA,98,1
2017-03-01,304132AA,86,1
2017-03-01,30814AA,96,1
2017-03-01,30961AA,91,1
2017-03-01,309622AA,0,1
2017-03-01,30214AA,102,1
2017-03-01,30115AA,102,1
2017-03-01,30413AA,88,1
2017-03-01,30521AA,117,1
2017-03-01,312112AA,104,1
2017-03-01,3131AA,98,1
2017-03-01,3056AA,99,1
2017-03-01,30921AA,111,1
2017-03-01,303AA,96,1
2017-03-01,313113AA,98,1
2017-03-01,313112AA,98,1
2017-03-01,309212AA,0,1
2017-03-01,310131AA,104,1
2017-03-01,31014AA,102,1
2017-03-01,3022AA,99,1
2017-03-01,3094AA,95,1
2017-03-01,310122AA,98,1
2017-03-01,10112AA,97,1
2017-03-01,101421AA,122,1
2017-03-01,307141AA,120,1
2017-03-01,309311AA,93,1
2017-03-01,30322AA,96,1
2017-03-01,3111AA,98,1
2017-03-01,313126AA,97,1
2017-03-01,31213AA,100,1
2017-03-01,309321AA,93,1
2017-03-01,3092AA,111,1
2017-03-01,306243AA,99,1
2017-03-01,307221AA,108,1
2017-03-01,302133AA,93,1
2017-03-01,302123AA,93,1
2017-03-01,304126AA,104,1
2017-03-01,305621AA,101,1
2017-03-01,30211AA,103,1
2017-03-01,30622AA,86,1
2017-03-01,30221AA,99,1
2017-03-01,30213AA,95,1
2017-03-01,310111AA,92,1
2017-03-01,3112AA,99,1
2017-03-01,309111AA,98,1
2017-03-01,312131AA,102,1
2017-03-01,305111AA,121,1
2017-03-01,101122AA,97,1
2017-03-01,308144AA,91,1
2017-03-01,304121AA,97,1
2017-03-01,30412AA,98,1
2017-03-01,3121AA,100,1
2017-03-01,302214AA,100,1
2017-03-01,30112AA,119,1
2017-03-01,311AA,99,1
2017-03-01,3058AA,95,1
2017-03-01,30572AA,93,1
2017-03-01,3032AA,96,1
2017-03-01,301173AA,98,1
2017-03-01,31121AA,97,1
2017-03-01,313AA,98,1
2017-03-01,305511AA,86,1
2017-03-01,307215AA,92,1
2017-03-01,302121AA,96,1
2017-03-01,301152AA,102,1
2017-03-01,311242AA,100,1
2017-03-01,311221AA,98,1
2017-03-01,305113AA,109,1
2017-03-01,31311AA,98,1
2017-03-01,3095AA,92,1
2017-03-01,311141AA,101,1
2017-03-01,302141AA,101,1
2017-03-01,3055AA,86,1
2017-03-01,312AA,100,1
2017-03-01,1AA,114,1
2017-03-01,30713AA,105,1
2017-03-01,31114AA,101,1
2017-03-01,305633AA,99,1
2017-03-01,302111AA,103,1
2017-03-01,301311AA,94,1
2017-03-01,311212AA,97,1
2017-03-01,307127AA,115,1
2017-03-01,308146AA,95,1
2017-03-01,305311AA,101,1
2017-03-01,306221AA,86,1
2017-03-01,310153AA,98,1
2017-03-01,310124AA,0,1
2017-03-01,30721AA,112,1
2017-03-01,310121AA,100,1
2017-03-01,311211AA,100,1
2017-03-01,305114AA,136,1
2017-03-01,305122AA,86,1
2017-04-01,304121AA,99,1
2017-04-01,30412AA,101,1
2017-04-01,3121AA,100,1
2017-04-01,302214AA,100,1
2017-04-01,30112AA,121,1
2017-04-01,311AA,99,1
2017-04-01,3058AA,95,1
2017-04-01,30572AA,94,1
2017-04-01,3032AA,96,1
2017-04-01,301173AA,97,1
2017-04-01,31121AA,97,1
2017-04-01,313AA,98,1
2017-04-01,305511AA,86,1
2017-04-01,307215AA,87,1
2017-04-01,302121AA,96,1
2017-04-01,301152AA,103,1
2017-04-01,311242AA,100,1
2017-04-01,311221AA,98,1
2017-04-01,305113AA,102,1
2017-04-01,31311AA,98,1
2017-04-01,3095AA,97,1
2017-04-01,311141AA,101,1
2017-04-01,302141AA,101,1
2017-04-01,3055AA,86,1
2017-04-01,31125AA,100,1
2017-04-01,304125AA,99,1
2017-04-01,31122AA,98,1
2017-04-01,30512AA,99,1
2017-04-01,31211AA,100,1
2017-04-01,31212AA,0,1
2017-04-01,312111AA,99,1
2017-04-01,3AA,102,1
2017-04-01,307213AA,130,1
2017-04-01,305631AA,111,1
2017-04-01,30562AA,100,1
2017-04-01,302213AA,100,1
2017-04-01,307222AA,103,1
2017-04-01,311111AA,98,1
2017-04-01,30811AA,101,1
2017-04-01,305722AA,97,1
2017-04-01,31012AA,96,1
2017-04-01,31013AA,103,1
2017-04-01,306AA,93,1
2017-04-01,309522AA,96,1
2017-04-01,310123AA,96,1
2017-04-01,30511AA,106,1
2017-04-01,308112AA,101,1
2017-04-01,310151AA,98,1
2017-04-01,3062AA,93,1
2017-04-01,3054AA,94,1
2017-04-01,311241AA,100,1
2017-04-01,309611AA,98,1
2017-04-01,305AA,104,1
2017-04-01,312132AA,100,1
2017-04-01,3013AA,94,1
2017-04-01,307113AA,104,1
2017-04-01,30541AA,94,1
2017-04-01,304124AA,99,1
2017-04-01,3041AA,101,1
2017-04-01,304132AA,87,1
2017-04-01,30814AA,98,1
2017-04-01,30961AA,90,1
2017-04-01,309622AA,0,1
2017-04-01,30214AA,102,1
2017-04-01,30115AA,103,1
2017-04-01,30413AA,94,1
2017-04-01,30521AA,114,1
2017-04-01,313126AA,97,1
2017-04-01,31213AA,100,1
2017-04-01,309321AA,94,1
2017-04-01,3092AA,110,1
2017-04-01,306243AA,99,1
2017-04-01,307221AA,106,1
2017-04-01,302133AA,93,1
2017-04-01,302123AA,97,1
2017-04-01,304126AA,107,1
2017-04-01,305621AA,98,1
2017-04-01,30211AA,102,1
2017-04-01,30622AA,86,1
2017-04-01,30221AA,98,1
2017-04-01,30213AA,95,1
2017-04-01,310111AA,93,1
2017-04-01,3112AA,99,1
2017-04-01,309111AA,98,1
2017-04-01,312131AA,103,1
2017-04-01,305111AA,107,1
2017-04-01,101122AA,94,1
2017-04-01,308144AA,95,1
2017-04-01,101AA,116,1
2017-04-01,30931AA,92,1
2017-04-01,311161AA,100,1
2017-04-01,311162AA,98,1
2017-04-01,307214AA,104,1
2017-04-01,302132AA,98,1
2017-04-01,307122AA,99,1
2017-04-01,31312AA,97,1
2017-04-01,30962AA,91,1
2017-04-01,307112AA,127,1
2017-04-01,30722AA,105,1
2017-04-01,305211AA,105,1
2017-04-01,3052AA,114,1
2017-04-01,309413AA,94,1
2017-04-01,1011AA,94,1
2017-04-01,31113AA,96,1
2017-04-01,3011AA,107,1
2017-04-01,30624AA,99,1
2017-04-01,3053AA,100,1
2017-04-01,30951AA,96,1
2017-04-01,31124AA,100,1
2017-04-01,304AA,101,1
2017-04-01,308AA,98,1
2017-04-01,307AA,110,1
2017-04-01,308143AA,102,1
2017-04-01,309211AA,110,1
2017-04-01,309AA,104,1
2017-04-01,30117AA,97,1
2017-04-01,307131AA,107,1
2017-04-01,305622AA,101,1
2017-04-01,305711AA,97,1
2017-04-01,310141AA,101,1
2017-04-01,302AA,100,1
2017-04-01,311256AA,100,1
2017-04-01,309612AA,76,1
2017-04-01,_AA,102,1
2017-04-01,301121AA,121,1
2017-04-01,308113AA,0,1
2017-04-01,30571AA,97,1
2017-04-01,30563AA,102,1
2017-04-01,30131AA,94,1
2017-04-01,31112AA,100,1
2017-04-01,312113AA,102,1
2017-04-01,312AA,100,1
2017-04-01,1AA,116,1
2017-04-01,30713AA,107,1
2017-04-01,31114AA,101,1
2017-04-01,305633AA,101,1
2017-04-01,302111AA,102,1
2017-04-01,301311AA,94,1
2017-04-01,311212AA,97,1
2017-04-01,307127AA,108,1
2017-04-01,308146AA,96,1
2017-04-01,305311AA,100,1
2017-04-01,306221AA,86,1
2017-04-01,310153AA,100,1
2017-04-01,310124AA,0,1
2017-04-01,30721AA,111,1
2017-04-01,310121AA,100,1
2017-04-01,311211AA,100,1
2017-04-01,305114AA,139,1
2017-04-01,305122AA,99,1
2017-04-01,307211AA,103,1
2017-04-01,31015AA,98,1
2017-04-01,30952AA,98,1
2017-04-01,3096AA,90,1
2017-04-01,304122AA,98,1
2017-04-01,304123AA,99,1
2017-04-01,3093AA,90,1
2017-04-01,305611AA,97,1
2017-04-01,30531AA,100,1
2017-04-01,309512AA,96,1
2017-04-01,31111AA,98,1
2017-04-01,1014AA,123,1
2017-04-01,30714AA,124,1
2017-04-01,31016AA,101,1
2017-04-01,310AA,99,1
2017-04-01,3101AA,99,1
2017-04-01,310161AA,96,1
2017-04-01,30551AA,86,1
2017-04-01,301AA,105,1
2017-04-01,31115AA,98,1
2017-04-01,30712AA,107,1
2017-04-01,307121AA,100,1
2017-04-01,311121AA,100,1
2017-04-01,305811AA,95,1
2017-04-01,30932AA,94,1
2017-04-01,308142AA,0,1
2017-04-01,302211AA,92,1
2017-04-01,303221AA,96,1
2017-04-01,3072AA,108,1
2017-04-01,31011AA,93,1
2017-04-01,30711AA,114,1
2017-04-01,3081AA,98,1
2017-04-01,3071AA,111,1
2017-04-01,3091AA,106,1
2017-04-01,30941AA,95,1
2017-04-01,305212AA,174,1
2017-04-01,304131AA,99,1
2017-04-01,30581AA,95,1
2017-04-01,311151AA,98,1
2017-04-01,310163AA,102,1
2017-04-01,30561AA,97,1
2017-04-01,305411AA,94,1
2017-04-01,309513AA,95,1
2017-04-01,309521AA,100,1
2017-04-01,312121AA,0,1
2017-04-01,3131AA,98,1
2017-04-01,3056AA,101,1
2017-04-01,30921AA,110,1
2017-04-01,303AA,96,1
2017-04-01,312112AA,104,1
2017-04-01,313113AA,98,1
2017-04-01,313112AA,97,1
2017-04-01,309212AA,0,1
2017-04-01,310131AA,103,1
2017-04-01,31014AA,101,1
2017-04-01,3022AA,98,1
2017-04-01,3094AA,95,1
2017-04-01,310122AA,97,1
2017-04-01,10112AA,94,1
2017-04-01,101421AA,124,1
2017-04-01,307141AA,124,1
2017-04-01,309311AA,92,1
2017-04-01,30322AA,96,1
2017-04-01,3111AA,98,1
2017-04-01,304128AA,126,1
2017-04-01,309412AA,97,1
2017-04-01,31116AA,98,1
2017-04-01,311131AA,102,1
2017-04-01,10142AA,124,1
2017-04-01,3021AA,100,1
2017-04-01,302142AA,104,1
2017-04-01,30212AA,97,1
2017-04-01,301142AA,120,1
2017-04-01,30114AA,120,1
2017-04-01,307125AA,120,1
2017-04-01,307124AA,79,1
2017-04-01,311132AA,90,1
2017-04-01,3051AA,105,1
2017-04-01,309112AA,107,1
2017-04-01,305112AA,97,1
2017-04-01,101411AA,114,1
2017-04-01,30911AA,106,1
2017-04-01,302145AA,93,1
2017-04-01,3057AA,96,1
2017-04-01,10141AA,114,1
2017-05-01,30951AA,96,1
2017-05-01,31124AA,99,1
2017-05-01,308AA,98,1
2017-05-01,31116AA,99,1
2017-05-01,311131AA,99,1
2017-05-01,10142AA,127,1
2017-05-01,3021AA,100,1
2017-05-01,302142AA,103,1
2017-05-01,30212AA,96,1
2017-05-01,301142AA,107,1
2017-05-01,30114AA,107,1
2017-05-01,307125AA,119,1
2017-05-01,307124AA,77,1
2017-05-01,311132AA,90,1
2017-05-01,3051AA,101,1
2017-05-01,309112AA,106,1
2017-05-01,305112AA,93,1
2017-05-01,30911AA,106,1
2017-05-01,302145AA,93,1
2017-05-01,3057AA,97,1
2017-05-01,10141AA,111,1
2017-05-01,30952AA,101,1
2017-05-01,3096AA,90,1
2017-05-01,304122AA,93,1
2017-05-01,304123AA,93,1
2017-05-01,3093AA,90,1
2017-05-01,305611AA,96,1
2017-05-01,30531AA,96,1
2017-05-01,309512AA,95,1
2017-05-01,31111AA,96,1
2017-05-01,1014AA,125,1
2017-05-01,30714AA,121,1
2017-05-01,31016AA,101,1
2017-05-01,310AA,98,1
2017-05-01,310161AA,96,1
2017-05-01,30551AA,86,1
2017-05-01,301AA,104,1
2017-05-01,31115AA,97,1
2017-05-01,3101AA,98,1
2017-05-01,30712AA,106,1
2017-05-01,307121AA,98,1
2017-05-01,311121AA,99,1
2017-05-01,305811AA,94,1
2017-05-01,306AA,93,1
2017-05-01,309522AA,95,1
2017-05-01,310123AA,95,1
2017-05-01,30932AA,95,1
2017-05-01,308142AA,0,1
2017-05-01,302211AA,92,1
2017-05-01,303221AA,96,1
2017-05-01,3072AA,105,1
2017-05-01,31011AA,93,1
2017-05-01,30711AA,114,1
2017-05-01,3081AA,98,1
2017-05-01,3071AA,109,1
2017-05-01,3091AA,106,1
2017-05-01,30941AA,94,1
2017-05-01,305212AA,157,1
2017-05-01,304131AA,97,1
2017-05-01,30581AA,94,1
2017-05-01,311151AA,97,1
2017-05-01,310163AA,101,1
2017-05-01,30561AA,96,1
2017-05-01,305411AA,93,1
2017-05-01,309513AA,95,1
2017-05-01,309521AA,107,1
2017-05-01,312121AA,0,1
2017-05-01,3131AA,97,1
2017-05-01,3056AA,100,1
2017-05-01,30921AA,110,1
2017-05-01,303AA,96,1
2017-05-01,312112AA,103,1
2017-05-01,313113AA,98,1
2017-05-01,313112AA,97,1
2017-05-01,309212AA,0,1
2017-05-01,310131AA,100,1
2017-05-01,31014AA,100,1
2017-05-01,3022AA,98,1
2017-05-01,3094AA,94,1
2017-05-01,310122AA,96,1
2017-05-01,10112AA,107,1
2017-05-01,101421AA,127,1
2017-05-01,307141AA,121,1
2017-05-01,309311AA,92,1
2017-05-01,30322AA,96,1
2017-05-01,3111AA,98,1
2017-05-01,304128AA,134,1
2017-05-01,309412AA,96,1
2017-05-01,101AA,120,1
2017-05-01,30931AA,92,1
2017-05-01,311161AA,99,1
2017-05-01,311162AA,98,1
2017-05-01,307214AA,99,1
2017-05-01,302132AA,102,1
2017-05-01,307122AA,97,1
2017-05-01,31312AA,97,1
2017-05-01,30962AA,91,1
2017-05-01,307112AA,121,1
2017-05-01,30722AA,104,1
2017-05-01,305211AA,100,1
2017-05-01,3052AA,108,1
2017-05-01,309413AA,94,1
2017-05-01,1011AA,107,1
2017-05-01,31113AA,95,1
2017-05-01,3011AA,106,1
2017-05-01,30624AA,99,1
2017-05-01,3053AA,96,1
2017-05-01,305113AA,96,1
2017-05-01,31311AA,97,1
2017-05-01,3095AA,97,1
2017-05-01,101411AA,111,1
2017-05-01,307AA,108,1
2017-05-01,308143AA,101,1
2017-05-01,309211AA,110,1
2017-05-01,309AA,104,1
2017-05-01,30117AA,97,1
2017-05-01,307131AA,104,1
2017-05-01,305622AA,100,1
2017-05-01,305711AA,98,1
2017-05-01,310141AA,100,1
2017-05-01,302AA,99,1
2017-05-01,311256AA,99,1
2017-05-01,309612AA,76,1
2017-05-01,_AA,101,1
2017-05-01,301121AA,124,1
2017-05-01,308113AA,0,1
2017-05-01,30571AA,98,1
2017-05-01,30563AA,102,1
2017-05-01,30131AA,93,1
2017-05-01,31112AA,99,1
2017-05-01,312113AA,101,1
2017-05-01,312AA,99,1
2017-05-01,1AA,120,1
2017-05-01,30713AA,104,1
2017-05-01,31114AA,100,1
2017-05-01,305633AA,101,1
2017-05-01,302111AA,101,1
2017-05-01,301311AA,93,1
2017-05-01,311212AA,99,1
2017-05-01,307127AA,108,1
2017-05-01,304AA,97,1
2017-05-01,308146AA,97,1
2017-05-01,305311AA,96,1
2017-05-01,306221AA,86,1
2017-05-01,310153AA,98,1
2017-05-01,310124AA,0,1
2017-05-01,30721AA,106,1
2017-05-01,310121AA,99,1
2017-05-01,311211AA,100,1
2017-05-01,305114AA,131,1
2017-05-01,305122AA,105,1
2017-05-01,307211AA,100,1
2017-05-01,31015AA,97,1
2017-05-01,31125AA,99,1
2017-05-01,304125AA,94,1
2017-05-01,31122AA,97,1
2017-05-01,30512AA,105,1
2017-05-01,31211AA,99,1
2017-05-01,31212AA,0,1
2017-05-01,312111AA,99,1
2017-05-01,3AA,101,1
2017-05-01,307213AA,125,1
2017-05-01,305631AA,110,1
2017-05-01,30562AA,99,1
2017-05-01,302213AA,100,1
2017-05-01,307222AA,104,1
2017-05-01,311111AA,96,1
2017-05-01,30811AA,101,1
2017-05-01,305722AA,96,1
2017-05-01,31012AA,96,1
2017-05-01,31013AA,100,1
2017-05-01,311141AA,100,1
2017-05-01,302141AA,99,1
2017-05-01,3055AA,86,1
2017-05-01,30511AA,100,1
2017-05-01,308112AA,101,1
2017-05-01,310151AA,96,1
2017-05-01,3062AA,93,1
2017-05-01,3054AA,93,1
2017-05-01,311241AA,100,1
2017-05-01,309611AA,98,1
2017-05-01,305AA,101,1
2017-05-01,312132AA,99,1
2017-05-01,3013AA,93,1
2017-05-01,307113AA,112,1
2017-05-01,30541AA,93,1
2017-05-01,304124AA,94,1
2017-05-01,3041AA,97,1
2017-05-01,304132AA,84,1
2017-05-01,30814AA,98,1
2017-05-01,30961AA,90,1
2017-05-01,309622AA,0,1
2017-05-01,30214AA,101,1
2017-05-01,30115AA,101,1
2017-05-01,30413AA,91,1
2017-05-01,30521AA,108,1
2017-05-01,313126AA,97,1
2017-05-01,31213AA,99,1
2017-05-01,309321AA,95,1
2017-05-01,3092AA,110,1
2017-05-01,306243AA,99,1
2017-05-01,307221AA,104,1
2017-05-01,302133AA,93,1
2017-05-01,302123AA,96,1
2017-05-01,304126AA,105,1
2017-05-01,305621AA,97,1
2017-05-01,30211AA,101,1
2017-05-01,30622AA,86,1
2017-05-01,30221AA,98,1
2017-05-01,30213AA,97,1
2017-05-01,310111AA,93,1
2017-05-01,3112AA,99,1
2017-05-01,309111AA,98,1
2017-05-01,312131AA,101,1
2017-05-01,305111AA,101,1
2017-05-01,101122AA,107,1
2017-05-01,308144AA,95,1
2017-05-01,304121AA,92,1
2017-05-01,30412AA,97,1
2017-05-01,3121AA,99,1
2017-05-01,302214AA,100,1
2017-05-01,30112AA,124,1
2017-05-01,311AA,98,1
2017-05-01,3058AA,94,1
2017-05-01,30572AA,93,1
2017-05-01,3032AA,96,1
2017-05-01,301173AA,97,1
2017-05-01,31121AA,99,1
2017-05-01,313AA,97,1
2017-05-01,305511AA,86,1
2017-05-01,307215AA,81,1
2017-05-01,302121AA,95,1
2017-05-01,301152AA,101,1
2017-05-01,311242AA,100,1
2017-05-01,311221AA,97,1
2017-06-01,10141AA,113,1
2017-06-01,30952AA,98,1
2017-06-01,3096AA,90,1
2017-06-01,304122AA,87,1
2017-06-01,304123AA,87,1
2017-06-01,3093AA,90,1
2017-06-01,1014AA,128,1
2017-06-01,305611AA,96,1
2017-06-01,30531AA,97,1
2017-06-01,309512AA,96,1
2017-06-01,31111AA,97,1
2017-06-01,30714AA,121,1
2017-06-01,31016AA,101,1
2017-06-01,310AA,99,1
2017-06-01,310161AA,96,1
2017-06-01,30551AA,87,1
2017-06-01,301AA,105,1
2017-06-01,31115AA,98,1
2017-06-01,3101AA,99,1
2017-06-01,30712AA,105,1
2017-06-01,307121AA,98,1
2017-06-01,311121AA,100,1
2017-06-01,305811AA,95,1
2017-06-01,30932AA,96,1
2017-06-01,308142AA,0,1
2017-06-01,302211AA,92,1
2017-06-01,303221AA,97,1
2017-06-01,3072AA,105,1
2017-06-01,31011AA,96,1
2017-06-01,30711AA,111,1
2017-06-01,3081AA,99,1
2017-06-01,3071AA,108,1
2017-06-01,3091AA,106,1
2017-06-01,30941AA,95,1
2017-06-01,305212AA,117,1
2017-06-01,304131AA,99,1
2017-06-01,30581AA,95,1
2017-06-01,311151AA,98,1
2017-06-01,310163AA,101,1
2017-06-01,30561AA,96,1
2017-06-01,305411AA,94,1
2017-06-01,309513AA,95,1
2017-06-01,309521AA,100,1
2017-06-01,30322AA,97,1
2017-06-01,3111AA,98,1
2017-06-01,304128AA,133,1
2017-06-01,309412AA,96,1
2017-06-01,101AA,123,1
2017-06-01,30931AA,92,1
2017-06-01,311161AA,100,1
2017-06-01,311162AA,99,1
2017-06-01,307214AA,101,1
2017-06-01,302132AA,103,1
2017-06-01,307122AA,95,1
2017-06-01,31312AA,97,1
2017-06-01,30962AA,91,1
2017-06-01,307112AA,114,1
2017-06-01,30722AA,104,1
2017-06-01,305211AA,99,1
2017-06-01,3052AA,102,1
2017-06-01,309413AA,94,1
2017-06-01,1011AA,107,1
2017-06-01,31113AA,96,1
2017-06-01,3011AA,107,1
2017-06-01,30624AA,99,1
2017-06-01,3053AA,97,1
2017-06-01,30951AA,96,1
2017-06-01,31124AA,100,1
2017-06-01,304AA,92,1
2017-06-01,308AA,99,1
2017-06-01,307AA,107,1
2017-06-01,308143AA,102,1
2017-06-01,309211AA,109,1
2017-06-01,309AA,104,1
2017-06-01,30117AA,98,1
2017-06-01,307131AA,102,1
2017-06-01,305622AA,102,1
2017-06-01,305711AA,98,1
2017-06-01,310141AA,101,1
2017-06-01,302AA,100,1
2017-06-01,311256AA,99,1
2017-06-01,309612AA,76,1
2017-06-01,_AA,101,1
2017-06-01,301121AA,126,1
2017-06-01,308113AA,0,1
2017-06-01,30571AA,98,1
2017-06-01,30563AA,102,1
2017-06-01,30131AA,93,1
2017-06-01,31112AA,100,1
2017-06-01,31116AA,99,1
2017-06-01,311131AA,100,1
2017-06-01,10142AA,131,1
2017-06-01,3021AA,100,1
2017-06-01,302142AA,103,1
2017-06-01,30212AA,96,1
2017-06-01,301142AA,108,1
2017-06-01,30114AA,108,1
2017-06-01,307125AA,115,1
2017-06-01,307124AA,76,1
2017-06-01,311132AA,91,1
2017-06-01,3051AA,101,1
2017-06-01,309112AA,107,1
2017-06-01,305112AA,91,1
2017-06-01,101411AA,113,1
2017-06-01,30911AA,106,1
2017-06-01,302145AA,93,1
2017-06-01,3057AA,98,1
2017-06-01,305114AA,127,1
2017-06-01,305122AA,110,1
2017-06-01,307211AA,103,1
2017-06-01,31015AA,99,1
2017-06-01,31125AA,99,1
2017-06-01,304125AA,89,1
2017-06-01,31122AA,98,1
2017-06-01,30512AA,110,1
2017-06-01,31211AA,100,1
2017-06-01,31212AA,0,1
2017-06-01,312111AA,100,1
2017-06-01,3AA,101,1
2017-06-01,307213AA,125,1
2017-06-01,305631AA,110,1
2017-06-01,30562AA,100,1
2017-06-01,302213AA,100,1
2017-06-01,307222AA,103,1
2017-06-01,311111AA,97,1
2017-06-01,30811AA,101,1
2017-06-01,305722AA,100,1
2017-06-01,31012AA,96,1
2017-06-01,31013AA,100,1
2017-06-01,306AA,94,1
2017-06-01,309522AA,96,1
2017-06-01,310123AA,94,1
2017-06-01,30511AA,99,1
2017-06-01,308112AA,101,1
2017-06-01,310151AA,99,1
2017-06-01,3062AA,94,1
2017-06-01,3054AA,94,1
2017-06-01,311241AA,100,1
2017-06-01,309611AA,98,1
2017-06-01,305AA,100,1
2017-06-01,312132AA,100,1
2017-06-01,3013AA,93,1
2017-06-01,307113AA,111,1
2017-06-01,30541AA,94,1
2017-06-01,304124AA,88,1
2017-06-01,3041AA,92,1
2017-06-01,304132AA,81,1
2017-06-01,30814AA,98,1
2017-06-01,30961AA,90,1
2017-06-01,309622AA,0,1
2017-06-01,30115AA,101,1
2017-06-01,30413AA,91,1
2017-06-01,30521AA,102,1
2017-06-01,312121AA,0,1
2017-06-01,3131AA,98,1
2017-06-01,3056AA,100,1
2017-06-01,30921AA,109,1
2017-06-01,303AA,97,1
2017-06-01,312112AA,103,1
2017-06-01,313113AA,98,1
2017-06-01,313112AA,98,1
2017-06-01,309212AA,0,1
2017-06-01,310131AA,100,1
2017-06-01,31014AA,101,1
2017-06-01,3022AA,99,1
2017-06-01,3094AA,95,1
2017-06-01,310122AA,97,1
2017-06-01,10112AA,107,1
2017-06-01,101421AA,131,1
2017-06-01,307141AA,121,1
2017-06-01,309311AA,92,1
2017-06-01,313126AA,97,1
2017-06-01,31213AA,100,1
2017-06-01,309321AA,96,1
2017-06-01,3092AA,109,1
2017-06-01,30214AA,101,1
2017-06-01,306243AA,99,1
2017-06-01,307221AA,104,1
2017-06-01,302133AA,94,1
2017-06-01,302123AA,97,1
2017-06-01,304126AA,101,1
2017-06-01,305621AA,95,1
2017-06-01,30211AA,100,1
2017-06-01,30622AA,86,1
2017-06-01,30221AA,99,1
2017-06-01,30213AA,98,1
2017-06-01,310111AA,96,1
2017-06-01,3112AA,99,1
2017-06-01,309111AA,99,1
2017-06-01,312131AA,101,1
2017-06-01,305111AA,96,1
2017-06-01,101122AA,107,1
2017-06-01,308144AA,96,1
2017-06-01,304121AA,85,1
2017-06-01,30412AA,92,1
2017-06-01,3121AA,100,1
2017-06-01,302214AA,100,1
2017-06-01,30112AA,126,1
2017-06-01,311AA,99,1
2017-06-01,3058AA,95,1
2017-06-01,30572AA,95,1
2017-06-01,3032AA,97,1
2017-06-01,301173AA,98,1
2017-06-01,31121AA,99,1
2017-06-01,313AA,98,1
2017-06-01,305511AA,87,1
2017-06-01,307215AA,78,1
2017-06-01,302121AA,96,1
2017-06-01,301152AA,101,1
2017-06-01,311242AA,100,1
2017-06-01,305113AA,98,1
2017-06-01,31311AA,98,1
2017-06-01,3095AA,97,1
2017-06-01,311141AA,100,1
2017-06-01,302141AA,100,1
2017-06-01,311221AA,98,1
2017-06-01,3055AA,87,1
2017-06-01,312113AA,102,1
2017-06-01,312AA,100,1
