title,channel_name,views,subs,publish_time,channel_id,video_id
루이비통 니스 뷰티케이스백 화장품케이스,넘버원,91,295,2022-01-03T13:23:30Z,UCspHUiLT45y06oI-c9lEFnA,bV6cwv2RyDU
"행사장에서 팬분도 만나고 K-뷰티에 자긍심 느끼고 왔어요♡ (잠실에비뉴엘, 온앤더뷰티,충청도화장품,뷰티브이로그, 화장품리뷰,뷰티데이)",토랭이toreng,10912,201000,2022-01-19T12:26:58Z,UCrbWpJbJMEvGvCyTKGrKZGQ,ce5t8H5xqhE
[SHOWCASE] 패션/뷰티부문 청소년 문화동아리 | 예일리스 &quot;Blooming&quot;,CJ DONORSCAMP,2075,19900,2022-01-13T09:00:06Z,UCO8g4VogTyTxIwBWLwcDuFg,EFuaOMp6xRQ
[사장님이 미쳤어요] K-뷰티 선두주자 VTPL엔 남다른 리프레시 휴가가 있다?! | KBS 220116 방송,KBS LIFE,535,88900,2022-01-19T01:00:08Z,UCXx2Pi_w-4_-U95ksqOY7Cw,_5svNaifwAk
[롯데ON] 2021 롯데ON 뷰티 어워드에 당신을 초대합니다. 참석하시겠습니까? 💌,롯데온 (LOTTE ON),328181,74100,2021-12-12T15:00:04Z,UCk--K0bYTFXZOsq9Qv1im0w,STu3aVYrm30
#shorts #뷰티리뷰 #beauty #chanelbeauty #내돈내산 #샤넬넘버5 #샤넬 #샤넬뷰티 #샤넬캔들홀더 #샤넬캔들 #캔들 #신사동그여자,신사동그여자,31,1130,2021-12-17T02:56:58Z,UCO_Muw21yI-kDkyBGIBScwQ,SDQZIevKBLU
여러분이 고마워 할 천연 뷰티 팁과 요령,5분 Tricks DIY,705,196000,2022-01-18T05:00:00Z,UCC-doNGXEByEzagvsQblFEw,acfZBEUc2Wo
"결과도 남다른 메디뷰티, 에스트라  (Full)",AESTURA에스트라,140363,3220,2021-12-23T07:47:27Z,UCVj6JWY6c9IYvI0MWZPp2Gg,Ogn9qL3KJcI
[271] K-전통뷰티에 대한 단상_Essay on Korean traditional beauty,방기정_Beautiful Korean Journey,18,,2022-01-16T15:00:31Z,UCP5JvyC7lgCH54j4ITpDUWw,UnIW99H6s6k
SANAREA 뷰티제품 영상,티유에프컴퍼니,6,24,2022-01-21T02:44:03Z,UC9QxjSEq6A0zoQI1gICf4nA,3piKYsogGOM
"예리 인스타그램 같이 볼래요? 피드,백ㅣ뷰티쁠(BEAUTY+)",beautypl,9505,102000,2021-12-10T10:00:14Z,UCRWssU-cbbCmyujhQhWBZmA,TI8kOelyb2c
[Learning Korean with K-drama] 드디어｜Finally (뷰티 인사이드),꿀잼한국어,32,111,2022-01-17T13:54:26Z,UCiDBxzTomv6FVOFmwLbqjMw,1UX38RxOB98
김춘희원장님 메가뷰티 기기 시연 이렇게 하면 누구나 효과 100%(메가뷰티TV),메가뷰티tv,72,80,2021-12-06T07:04:05Z,UC-rtah6gC-hO5x5jkNjuYeQ,y0rh3NsIGkw
제3회 글로벌K-TOP 뷰티엑스포 비대면 온라인 대회 하이라이트 영상,Global K-top beauty expo ,69,19,2021-12-21T02:03:08Z,UCU6v7PmPd_mGuryxacpc4bg,X99k52mQcxc
구찌 뷰티 / 루즈 아 레브르 브왈,15그램,155,2780,2022-01-25T00:49:42Z,UC94PK9uFzPvsMI5HY7TDuLA,SVScG2l5zIY
[셀럽뷰티 플러스] 고우리PICK 아이블 널 핸드크림 (2),아이블뷰티 I'VEL BEAUTY,30,12,2021-12-15T07:35:59Z,UCvewvgbXd7-umFiZ5eBw6Cw,KjgyIS4XNus
[이티비미디어] 뷰티 미용기구 특허시뮬레이션 홍보영상,이티비미디어 홍보영상 제작,8,167,2022-01-18T06:06:04Z,UCZZ0GL4410TAcdUySSmU0Kg,ErrD9hhc0io
독일남자 케이뷰티와 한복 체험#독일남자 #케이뷰티 #한복체험 #경복궁 #hanbok #KoreanTraditionalclothes,Haerang's Korean 해랑한국어,468,2900,2022-01-14T04:12:13Z,UC6VwcfjXqA6ZaQYhtm_qhsg,H9Zi9s-Mhho
칼라데아 타이뷰티 데려온 김에 겨울철 습도 조절 이야기 / 식물 가게 [우주정원] 추천 / 겨울 가드닝은 습도와의 전쟁이다,풀놀이하는 파이퍼,191,73,2022-01-03T10:00:25Z,UCM4H_XszeUTvAu6onZ8-liQ,gkPSm6cCDeI
"뷰티콜라겐 샴푸,컨디셔너 2021.12",hnsmall,51,,2022-01-06T02:34:47Z,UCWY4zhPg-WOPicdAno2uZ_g,X72IRjSjP0Y
"뷰티, 코스메틱, 화장품 광고영상제작 (SYNODIA)",기억에남는제작소(un4get.co.kr),174,168,2021-12-27T05:37:03Z,UCG0iVtZcSwX3oGprjPQDVxA,UoAxCkZT3cs
[경복대학교] 21세기의 새로운 k-뷰티문화를 선도하는 뷰티크리에이터 양성! 경복대 뷰티코스메틱과 소개영상💗,경복대학교,70,1240,2022-01-04T01:05:24Z,UCrQ2hoU13RlyooGHzQau_Eg,4I_nk9P_ANc
안산헤어학원 mbc아카데미뷰티학원 다양한 헤어스타일링 연출법:),MBC아카데미뷰티학원 안산지점,10,36,2022-01-28T08:32:28Z,UCvuewZkjk7DZIdRmOAs_oAg,TcM4Hg7cNdc
대전 테라피/에스테틱 토탈뷰티샵 허마담뷰티!!,좋은선택,28,23,2021-12-07T07:44:34Z,UC4x5eOzLYr3J-JESQCB0vGQ,8M6OoT4E8_o
"바디케어 아직도 아무거나 쓰세요? 바디, 뷰티가 되다. 더블유드레스룸",더블유드레스룸_W.DRESSROOM,321,1110,2021-12-09T00:59:57Z,UCoD9RX3Q7jUzTXoGzk3k9_w,XsgU-cadmj0
2022 대한민국 퍼스트브랜드 대상 - 패션·뷰티 부문 수상자 인터뷰,한국소비자포럼,134,,2022-01-25T23:36:43Z,UCer7OHZ319eKwlEcg8fAb1A,zJkrihuwNWs
[나르소닉] 홈뷰티족 필수템 젊어지는 피부관리 비법 나르소닉,나르소닉(Narsonic),533,151,2021-12-31T04:53:42Z,UCcALVs68YnDOREUPfXc1p9Q,iwuogmvFCHU
홈쇼핑영상제작_송가네_여수갓김치_원물뷰티,GIT MEDIA PLUS,9,103,2022-01-14T05:43:19Z,UCPipekQ1XqNipJY253XCpkA,ZfURltd35yw
전남도립대학교 뷰티아트과 학교기업 &quot;숲헤어&quot;,전남도립대학교,124,,2022-01-04T06:14:32Z,UCa0BIKADlvObBOgX8ScFm-A,gOkHbwvSO10
블랙뷰티와   밀당🐎🐎🐎,블랙뷰티 친구,165,57,2022-01-27T12:14:51Z,UCL9MRI-LiMODWl8iAiR4gXw,qpXAZPzgHfE
생활슬롯머신맛집 🔷포탈슬롯🔷 쏘쏘잼 골든뷰티 Golden Beauty 프라그마틱 본전이면 그저 그런 겜,포탈슬롯,253,74,2021-12-18T14:22:48Z,UCNUaTGlRzk130c53QeYRHLQ,g5p3wWfehDI
겟잇뷰티Talk + 민주 CUT,혬혜무,323,,2021-12-16T12:14:08Z,UC8L1Ig7byHjIeZgj26Fnj_Q,EUX72ZY_DqE
"[누니 NOONI] 비건뷰티의 시작, 슈퍼푸드 마스크와 함께하세요 🌿",미미박스 (MEMEBOX),36,,2021-12-10T06:05:13Z,UCATpDATKqcsLvIZmqU-fjHw,JxTYCYqX93Q
[뷰티랩TV l 아카데미] 박준뷰티랩 청담본점 박윤경 스타일리스트를 소개합니다!,뷰티랩TV,54,,2022-01-04T00:29:57Z,UCJXh5ulPfMoF5yr8kMjSfFw,3WahwtWc-6c
“500K” I WILL GIVE YOU ALL THE BEAUTY TIPS IN A SIMPLE WAY,A Coreana Beauty 소연뷰티,23736,556000,2021-12-13T00:50:31Z,UCIBp7eB3u-3h1exkj5y4loA,uooSuqcnks0
미용실? 아니! 토탈 뷰티,CMB대구방송 (Central Multi Broadcasting) ,392,,2021-12-12T23:39:35Z,UCvGrRqS9h8mfSxPUu1pP95A,l_FaioxTuhs
"P&amp;G 뷰티, CES 2022서 ‘책임 있는 뷰티’ 기반의 몰입형 가상 경험 ‘뷰티스피어’ 공개",전시뉴스exhibition-news,32,420,2022-01-06T08:19:36Z,UCRa-72N2bi2POUe8n5FrtRQ,hG-kSVXC30w
[장애청년드림팀]  인터뷰영상│창업교육(커넥트위드뷰티팀),RI Korea,15,809,2021-12-09T01:02:31Z,UChigsfUgIXTRD_6_Psv63ug,2Ad4-BDg-vI
나우코스 화장품 상품기획자가 찐추천하는 연말연초 뷰티 선물 추천 2탄 ㅣ 스페셜케어/펫케어/바디케어편,나우코스 NOWCOS,153,227,2021-12-27T09:00:02Z,UCwGhtq_w-wrMfJe7y5Gt6nw,9OdMpITM5ak
진짜 피부를 위한 클렌징폼! 저자극 HN폼 [#다다뷰티],다다뷰티 DADA Beauty,75969,178000,2022-01-21T09:00:18Z,UChA-G0bXNFxRaT3elU02O9w,VaiE_zwNBJ0
[뷰티랩TV l 아카데미] 박준뷰티랩 마곡역점 이초연 스타일리스트를 소개합니다!,뷰티랩TV,37,,2022-01-06T00:15:00Z,UCJXh5ulPfMoF5yr8kMjSfFw,BTE7bIcgZsA
"[근하신년]월드옥타 애틀랜타지회장,뷰티마스터 회장 박형권",JOBKOREANEWS,30,5450,2022-01-06T14:31:24Z,UCae-tkuSzFBbkonRwZuomtw,9-jE0ii2fHQ
대전 관저동 속눈썹 연장 눈썹시술 전문 예약제 뷰티샵 블랙아이뷰티,Ok 코리아,9,54,2022-01-28T04:22:42Z,UCfVoBSfLAnCs-HIWyAjAk1A,WguoLBu-M8A
로얄살루트 X 리차드 퀸 엣지 오브 뷰티 ㅣ Royal Salute X Richard Richard Quinn The edge of beauty,WomanSense TV,378,,2022-01-14T02:03:37Z,UCKHOAae-ciBE8tF5rc--Y_A,PS6v0RRrhnA
"실시간 서울 한강 라이브캠 Seoul Hangang 4K Live Cam Webcam w/Lofi, 반포대교 하늘멍 노을멍, 코딩 노동요 로파이 플레이리스트 BGM",Daily Seoul Live Camera - Hangang,6329587,108000,2021-12-08T13:49:29Z,UCQKQTgZJo3PlxA-9V1Z51XA,-JhoMGoAfFc
대전 가수원동 속눈썹 연장 눈썹 입술라인 시술 전문 예약제 뷰티샵 탐아이,Ok 코리아,17,54,2022-01-17T07:11:18Z,UCfVoBSfLAnCs-HIWyAjAk1A,Td-WZ-e8M7g
[차홍뷰티] 홈헤어) 헤어디자이너 혼자서 염색하기 대작전!!! / 밤비브라운 / 브라운 / 셀프염색,차홍 CHAHONG,8898,348000,2021-12-23T07:07:56Z,UCoJ_56-OMSe_jrp42ClhODA,5MFa8ffNmHQ
집착광공 기강 잡으러 왔습니다 | 새디스틱 뷰티:외전B,B피디,156790,34300,2021-12-09T08:00:15Z,UCZwqdz1LuBGFF4q48Mlw6tw,RNzi-zrnFs8
사랑스러WA+귀엽DA+예쁘DA=짱플러💜🤍  ✨비주얼캠/4K✨ 케플러(Kep1er) - WA DA DA,Mnet K-POP,582015,19500000,2022-01-24T13:00:11Z,UCbD8EppRX3ZwJSou-TVo90A,GOFjb0buO88
HANJJI’s esthetic beautylog 🧖🏻‍♀️🖤 |  일본 에스테틱 뷰티 브이로그,한찌 HANJJI,1024,4090,2022-01-22T12:00:19Z,UCl6Pa7sRZ7Fqa10dQ7WSFOQ,bbsUuShemsI
Hiphip Train 03 읍내동 diary - Babykoool,HIPHOP THE VIBE,14,,2021-12-15T06:12:01Z,UCjRKBAwAi2WTCP1CQWaj-ow,FcJdkGdO00M
피엠주스에 돼지기름을 넣으면 어떻게 될까?,임희정TV,1752,396,2021-12-27T01:57:23Z,UCmJx2K3G1wm6U-VFb6P8Okg,E9icyMNmuio
Ep12. 간호사 탈임상) IT회사에서 간호사의 역할은❓❓  🔥나만의 면접 팁!!🔥  (대학병원 간호사 IT회사로 이직하기 2편),ENFP NURSE 이하진짜강해,556,810,2021-12-06T06:48:40Z,UCdaLPL8hzP907sjYgbLCJYA,6_jWNqBT2Ro
가스라이팅?? 문재인 대통령 시진핑한테 대가리박어? 동작사랑 박x호 올림,제이TV,1595,15400,2022-01-27T11:14:37Z,UCZcKfUzxlBXNyAX_mVRTTlQ,lK0aLEFb4BA
커플 VLOG | 주말 종로 데이트 브이로그📣 영개커플,준도리,248,,2022-01-26T02:22:14Z,UCYQILao7Gqhjk80LzPXvvZg,Oy8to-_eiZg
파이널 싸움의 기술,YouTube Movies,,0,2022-01-24T15:02:02Z,UCrGvW21y2I0SCnPmHHDj4MQ,xPybL2Ako_s
INFJ직장인브이로그: 반차쓰고 짬뽕밥에 혼맥하며 행복회로 돌리기😜/회사단합대회에서 교양기르기/정돈&amp;송죽장 맛집가기/뽀큐그립톡,차차여사,36,,2021-12-09T02:08:22Z,UCVRw_0KeFXFiQTLVJgaPeJg,4diw9U5xKIs
Hiphip Train 07 Baby flow - Babykoool,HIPHOP THE VIBE,7,,2021-12-15T06:14:07Z,UCjRKBAwAi2WTCP1CQWaj-ow,cjZ1M4lx6y0
"생일 브이로그에 인생템추천을 곁들인💕 | 경선아이팔레트,에뛰드윈터체크컬렉션,새미매트쿠션추천,생일vlog,생일grwm | banzuk 반죽",banzuk 반죽,316,315,2021-12-06T10:15:00Z,UC4ACLzd9B0Q5-ZtkG4KZsCA,JxkM-8kYfnI
카이사르과학   통합과학   화학 파트   원소의 주기적 성질   3 옥텟규칙 1,김태용,1,552,2022-01-27T06:14:12Z,UCMT7jmo2HdSKrOtboXpCPhg,8EezwO4-DcU
Versace Eros,Fragilenus - Topic,18,1,2021-12-04T10:04:38Z,UCW9S3HQTIGnamwRRccckIIA,xLjPIEKeJ8g
(ep 4) 내 글은 도대체 누가 읽어주는 거지? | 블로그로 돈버는 법,"40전 예쁘게 은퇴하기, 꿈꾸는 샤넬",32,40,2021-12-16T07:34:07Z,UCiRMUcG8jPtUpaXeS_0cXWw,K4iYhPQ_K_c
Tell Me Goodbye (オリジナルアーティスト:BIGBANG)...,歌っちゃ王 - Topic,38,3930,2021-12-21T10:07:24Z,UCe5l9PrFAu0BrlN76f9Nxyg,IIR4-5DQEuA
남자 손님이 더 많은 왁싱샵(뷰티샵) /성수기때 월 천만원 버는 사장님의 고민 / 30대 왁싱샵 여사장님의 에피소드 [ 1부],너의 직업은,46464,,2021-11-19T11:00:01Z,UCSx_TNRIBbhebA0vtKrKZDg,aqKsGUO5l3s
"뷰티교수의 5,000원으로 주름 없애는 스킨보톡스 MTS, 집에서 해요.",뷰티라이프,103966,41100,2021-11-12T01:00:06Z,UCoSeO02C4EqkIS2z1QgiGcw,_W7Mv1GF6iM
멋져 보일 수 있는 멋진 뷰티 팁들|| 123 GO Like!의 쉬운 DIY 뷰티 팁과 요령들,123 GO LIKE! Korean,188385,90100,2021-11-04T16:43:31Z,UCh1l-XohhJxYhUe0zKdJJqg,aYUylbkV5jo
"죽음의 뷰티데이..🔥 화이트태닝 6회차, 신세계 속눈썹 펌아트, 귀여운 실버 젤네일 하고 왔어요🐻🔥🔥",율리 YULRI,138016,313000,2021-11-06T12:00:08Z,UCiULanlNBXuMkaP9OiZWgYQ,ByeJVZzeGIw
"K뷰티- 중년이면 꼭~ 보세요. 중년화장, 이 영상으로 쉽게 끝내기",뷰티라이프,188693,41100,2021-10-08T01:00:01Z,UCoSeO02C4EqkIS2z1QgiGcw,AUyfUXCaztY
(요청) ASMR 메이크업샵 5가지 웨딩 메이크업 모음집🎧 (ft.청담 웨딩샵),뷰티숨BEAUTYSOOM,597468,133000,2021-11-28T13:31:53Z,UCLyq1gz11P-IYFmP093JaAw,MHc3cWx6tmE
"뷰티데이🧡(타투,붙임머리,네일,염색)",예스리아 YESRIA,115951,251000,2021-10-24T11:00:08Z,UCHqkva52rIYNgXqSPOk60cQ,7AvFEgMgbhI
"[독일피엠인터내셔널 PM뷰티드링크] 지금까지 이런 콜라겐은 없었다! 리얼대박후기!! 눈꼬리 수술비용 아끼는법~! 과민성방광염,탈모 등",독일피엠세라1위 유튜버,2924,,2021-10-13T03:30:32Z,UCPBkrfWr4IiUqN5-T5I2hrw,zNOnn6oiagc
박솔미의 화장대 다이어트♥ #해피뷰티데이에서 꿀팁 전수♥ #바나브up6,VANAV TV,3362,3600,2021-11-22T01:48:04Z,UCzZZk4Wr8S_f0ntKyxUNvHA,BPLZCAnkIVc
[반영구눈썹][온라인반영구학원] 눈썹문신 배우기 인강/K뷰티스쿨 인터넷 강의,케이뷰티스쿨 K-Beauty School,246,1150,2021-10-26T08:20:33Z,UCmf4gDSuXM1lNU4e9bBx2YQ,oUs08DG1H54
N년째 꾸준히 쓰는 중인 뷰티제품들 소개 📦FAVORITE ITEMS 🥕🤍,GREEN윤그린,59635,284000,2021-11-27T13:08:01Z,UCx82ohu9ATU_xBbz-464w0g,VMdKStVQocM
[셀럽뷰티 플러스 2회 예고] 비포&amp;애프터 차이 실화야? 슬슬 시동 걸린 그녀들의 귀여운 저격ㅋㅋㅋㅋ 🤣 달콤살벌한 케미 응원해~~!💓,셀럽뷰티,2138,17600,2021-11-12T09:30:02Z,UCcBWX2OmT2lAgbGxodFspoQ,U2t4H6bn6Hk
BEAUTYBOX / 🌿뷰티박스의 [Rat A Tat] 잔디밭라이브🌿,BEAUTY BOX,6912,14100,2021-10-07T09:00:09Z,UCw23FIL7lSQk_GmSEajZIfA,Rwbrju04IDo
중단발레이어드컷 자르는법!성수동미용실 시드더뷰티 종관쌤  #중단발레이어드컷 #단발레이어드컷 how to korean hair cut,종관쌤,8394,6420,2021-10-02T01:07:43Z,UC15_GPXrm3mytabJhow-lmg,YTIAoqtu4mk
필리핀 여자친구와 말라떼 뷰티샵을 또 찾아가면 생기는일? (feat.말라떼 투어) | 광고협찬 한필커플 국제커플 Malate BeautyInside,조와티비 필리핀 JOWATV,18090,36900,2021-11-28T06:31:23Z,UCkV-bcB8uGY7u2Gl4yiMKsQ,MipkLDUt1wk
[시뷰티 브랜디드] 시.뷰.티.에.어.서.오.십.시.요🤵기가후니 시뷰티 일일점장??? 파.격.혜.택.뷰.티.대.란--란--란--,시뷰티 SIBEAUTY,55686,33500,2021-11-15T00:30:04Z,UC320ai2z01FwSlFeGRPGb9g,Nyuq6ZSoxqw
"美&#39;s 코리아 뷰티 투어, 변신은 무죄? 그녀들의 성형 전후 모습! (✿◡‿◡) | MBN 20210721 방송",MPLAY : 엠플레이,3169,120000,2021-10-16T02:00:04Z,UC84IlgY5HIzxKBZOt8XM5UA,PNS02RaMK48
BEAUTYBOX / 🍁Rat A Tat(Daegu Suseong.Ver)🍁 대구 수성구에서 뷰티박스의 RAT A TAT?!,BEAUTY BOX,4023,14100,2021-11-11T09:00:11Z,UCw23FIL7lSQk_GmSEajZIfA,VUTRpt0mNjg
K-뷰티의 홍보대사는 K-콘텐츠? 한국 드라마 속 화장품이 궁금하다 [미용의 역사]ㅣ 뉴튜브 - 사진관 [37회]  / YTN2,YTN2,516,155000,2021-11-26T16:21:31Z,UCDww6ExpwQS0TzmREIOo40Q,PWzo2q1oRLc
영산대학교 2021 뷰티콘테스트 6조 질수없조,와이즈유-영산대,209,1930,2021-10-25T08:03:33Z,UCasMpVU7G9t-8-mrFkFCXiw,UaaivJjmTi0
젤잇뷰티🎀 거침없는 손놀림 지젤(GISELLE)쌤의 눈썹 그리기✏️ 아는 형님(Knowing bros) 303회 | JTBC 211023 방송,아는형님 Knowingbros,706833,2110000,2021-10-23T11:28:12Z,UCOHM2N1YQdb-cHWxJxwBMLQ,bQHXZDNJy5Y
[풀낯뷰티 EP. 1-2]  수정 화장 안 하는 꿀팁 ❓❗ 입술 반영구 한번이면 해결 │민낯뷰티아카데미,반영구의 모든 민낯_ 최민낯TV (민낯뷰티),2334,7380,2021-11-16T08:07:56Z,UCjye-yA-LIb7WXKRnGR-fzA,FwoIxgee3H4
뷰티업계 현재(코시국...) 가장 많이 팔리고 투자하는 건 이거입니다!  / 뷰티업계 전망 / 뷰티업계 마케팅 / 화장품 마케팅,마케팅학교 - AMPM,790,19300,2021-11-29T10:00:02Z,UCCZEqe3-h1IKKsMLNIZmJ1A,1lUkGf6885U
옥주현&amp;길병민 - 뷰티 앤 더 비스트(Beauty and the Beast) l 디즈니+ 런칭쇼,potluck포트럭,89805,5190,2021-11-16T09:17:35Z,UC-v231k4muBGk9lIl1SoNBw,Y3h0L7FM0Po
[스타일뷰티] 그루밍랩 엑스퍼트 비오티노이드 샴푸,스타일 뷰티,118,153,2021-11-25T10:00:17Z,UC4TL0qGlCCxzobwQh0-jUNw,o1PqdGrhXcE
바르는 비건 새로운 화장품의 시대 비건뷰티,"BioSpectrum, Inc.",276,459,2021-10-01T07:02:33Z,UCY0y4Q86VrG8g2a3KXRYqnw,uZvWdicgzac
"모두가 원하는 프리미엄 식단, 헬스앤뷰티 X 주지훈 [닭가슴살편 30&quot;]",헬스앤뷰티 Health&Beauty,32310,,2021-10-01T00:04:37Z,UCGMXwgCNgcQIj9oTZQPzNBA,pOrFDAPEznw
[뷰티앤부티 시즌6] 모여라 MZ세대! 뭘 좋아할지 몰라 다 준비했어★,뷰티앤부티,1033,,2021-10-02T13:00:19Z,UC4f3wmVRxNCH1-psmAq_EdA,m1_rTEikKdw
"화장품도 무신사에서…패션 플랫폼, &#39;뷰티&#39; 확장 속도",뉴스토마토,257,177000,2021-11-22T09:00:16Z,UCYUGo6ZfQZCTMrK9rMDijNQ,junLYkKbNbU
[2021 K-Lifestyle in Russia] 러시아 뷰티·소비재 온라인 시장 진출 전략 웨비나,KOTRA 비즈니스,1202,5980,2021-10-26T08:37:24Z,UC9GGHd7VMKIzM1OCsI2av9g,50CxM1zEw-I
"[에디터픽] 단돈 3만원에 고가의 뷰티 디바이스 테라피를? 역대급 뷰티패키지 추천┃면역력UP 솔트테라피, 나노 솔타리움┃초고가 피트니스 장비 LPG 휴버 360, 콜라겐 태닝까지",시그니처매거진,1281,426,2021-10-21T04:30:14Z,UCyOyWxrLOrkbkY4ECREJmEg,spoeIZZpDxA
다이소꿀템추천50탄😊강추!뷰티신상품최초공개!,쭘마지니,4750,3170,2021-10-19T00:07:22Z,UC-PYYruL4vlz4o_Eh3l6SEQ,LDzKh-B6ZbI
"(ENG) 향기로운 기억으로 남을게요💜 이션 채연의 마지막 2021 K-Box Pick, 향기템 | 겟잇뷰티 K-BOX Ep.10",tvN D STUDIO,18289,1890000,2021-10-28T11:00:31Z,UCLQ_lTDcNOj7VzNeW0kZ17w,k9KIemiZDrM
"디올화장품VIP 뷰티클래스에 참여하면, 선물들을 준다? [고을의 명품스토리/Goul&#39;s luxury story]",goul,1226,,2021-11-13T09:20:15Z,UCDrCik_vrFOFbAnEwIaKumw,xgemis4cXhY
[뷰티파워쇼] EP18. 나는 디지털 전문 카운셀러,카운셀러 TV 방튜브,2473,7490,2021-10-19T02:21:35Z,UCbpFfL0r2Xpqyi3y2n6VF3w,q1pUNE7yVDA
마산대학교 뷰티케어학부 졸업 작품전,지금마대,527,259,2021-10-31T01:30:04Z,UC43a4-mJ2SpivOPE44xDMsw,Wt15XqYOgRY
[뷰티앤부티 시즌6]  피부가 고민인 남성들을 위한 만능 해결 뷰티템!!!,뷰티앤부티,1141,,2021-11-18T06:20:04Z,UC4f3wmVRxNCH1-psmAq_EdA,fMngri2Ptsg
"[K뷰티스쿨] 온라인으로 만나는 미용강의 (반영구 인강, 속눈썹 인강)",케이뷰티스쿨 K-Beauty School,143,1150,2021-11-25T08:56:18Z,UCmf4gDSuXM1lNU4e9bBx2YQ,hx_A6w47tno
영산대학교 2021 뷰티콘테스트 1조 기억해조,와이즈유-영산대,220,1930,2021-10-25T08:07:06Z,UCasMpVU7G9t-8-mrFkFCXiw,KNw1J6zkkZM
SMDV 플립 뷰티디쉬 테스트 / FLIP Beauty dish 출시/ 실버 뷰티디쉬/ 화이트 뷰티디쉬,포토 파블로,1679,4850,2021-10-25T09:00:11Z,UC3m2zdDF35XOpOLFpJPXs4A,V0f-iJlxAi0
👑금쪽같은 내 화장품 부수기! (ft.🦑오징어게임 달고나 챌린지) | 힐링타임즈 EP.18 | [ASMR] Oddly Satisfying Cosmetic Destruction,뷰티포인트 Beauty Point,2861861,1040000,2021-10-13T07:30:56Z,UC5tFmE4Z5X2sAtp4tNkjOfA,XJsQY2NeQi8
"[아쌉뷰티 1화]  립틴트 컬러가 얼마나 예쁘길래 다들 난리야?💄 l 헤라(HERA)-센슈얼 파우더 매트 l 썸트렌드 뷰티리포트 ASAP BEAUTY l 추천 뷰티, 브랜드",바이브VAIV,556,1700,2021-11-16T07:00:04Z,UCe-PKPEl2nkwrC__8Qy1HUg,6whxPDpBsf0
✨가린의 일상 브이로그☀️모닝루틴부터 💄뷰티까지 전부 공개! | VLOG,박가린 [PARK GARIN],43743,278000,2021-10-13T11:00:05Z,UCrCGfHtMds2D53LWYUz2Z1w,Dir6R3iUVBg
제3회 글로벌 K-TOP 뷰티엑스포 안내영상 및 선수작품 심사과정,Global K-top beauty expo ,108,19,2021-11-26T05:48:09Z,UCU6v7PmPd_mGuryxacpc4bg,R5no9LxWvVQ
뷰티계의 새로운 금손 빅마마&#39;ڡ&#39;४ 이혜정(Lee Hye-jung)의 뷰티 TIME💄 해방타운(haebangtown) 18회 | JTBC 211001 방송,JTBC Entertainment,8017,7330000,2021-10-01T15:44:07Z,UCFL1sCAksD6_7JIZwwHcwjQ,gflbyMPCjX8
10대 뷰티 서바이벌 《뷰티하이 ✨ 》 1화부터 4화까지 몰아보기 통합본!! [💄 ep.1 - ep.4],PLANIT 147 STATION │ 플래닛 147 스테이션,2186,,2021-10-21T14:14:42Z,UCs2ZjiHLl15Wo6GUxZL9iQA,-It8zv3a38U
[셀럽뷰티플러스] 처음에는 다 그랬죠..😎  형님들(?) 사이에 아직은 수줍은 여자 효민(hyomin)의 적응일기👊🏻,셀럽뷰티,11219,17600,2021-11-02T09:30:07Z,UCcBWX2OmT2lAgbGxodFspoQ,xkJTyxS9KbM
"20대 퇴사 후 뷰티샵 창업브이로그 #1 (부동산계약,가벽설치,창업대출,사업자등록)",에리데이 eriday,6884,657,2021-11-16T11:54:19Z,UC2KXQF8gRYILU4FUbQVdniA,R8rMZWlmtho
[뷰티인강 뷰티EBS] 인생베이스 고르는 방법!! 구독자 이벤트 있어요!! (브랜드스토리부터 활용법까지!!) 더보기란 꼭 참고하셔서 이벤트 신청해주세요 : ),함경식 tv,9604,120000,2021-11-26T12:00:22Z,UCJ1p9JvYCdC9JnO6s0Js9lw,waJAqW4wBkw
BEAUTYBOX / 📹뷰티박스 음방 첫방 비하인드(Behind The Scene)📹,BEAUTY BOX,6252,14100,2021-10-16T09:00:20Z,UCw23FIL7lSQk_GmSEajZIfA,nbI1GtGNYww
[VLOG]송호대학교|뷰티케어과|홍보|브이로그,송호대학교,184,3,2021-11-18T03:43:17Z,UCTUyFJQ8VuKoY_twzeg-jxA,L8FuVomyoys
ENG) WM의 선후배 사이는..?🤔 /  [겟잇뷰티 K-BOX EP.1 &amp; EP.2] 이채연 X 이션 케미모음,주간이채연,17181,31400,2021-10-02T11:30:12Z,UC5U4DNysmEzzu_pDwqHuAJA,X4MMc4LYv14
"소은, 덕자의 리얼 뷰티 라이프🍀  [스타일미 6회]",스타일미(STYLE ME),1226,1660,2021-11-15T03:28:58Z,UCW8oRXTG8bt3EaVwaabZE6Q,sjaKV41B-uc
2021 오송화장품 뷰티산업엑스포를 가다!!!,충청북도,752,22300,2021-10-21T00:17:18Z,UCXiv1QlLhil_qGtFPaEtLDQ,lWge1jfPKh0
리더스코스메틱 | 너를 위한 친절한 뷰티언니 담쓰뷰티 PICK #퍼스트샷액티브에센스,리더스LEADERS,173,,2021-11-25T07:40:36Z,UCIKp3hEje7MbCETcis5UXCg,g2MF6QGPkg0
